일자|시간|구분,공급량
2019-01-08 04 B,2011.1686
2019-01-08 05 B,2112.2568
2019-01-08 06 B,1925.3207
2019-01-08 07 B,1987.7753
2019-01-08 08 B,1988.7692
2019-01-08 09 B,2018.5095
2019-01-08 10 B,2301.01
2019-01-08 11 B,2152.9019
2019-01-08 12 B,1970.1198
2019-01-08 13 B,1816.7871
2019-01-08 14 B,1802.2125
2019-01-08 15 B,1770.6647
2019-01-08 16 B,1710.1917
2019-01-08 17 B,1811.2046
2019-01-08 18 B,1985.9843
2019-01-08 19 B,2203.474
2019-01-08 20 B,2240.3777
2019-01-08 21 B,2255.3518
2019-01-08 22 B,2264.5918
2019-01-08 23 B,2370.0618
2019-01-08 24 B,2310.9846
2019-01-09 01 B,2342.9624
2019-01-09 02 B,2168.9038
2019-01-09 03 B,2391.9756
2019-01-09 04 B,2472.7642
2019-01-09 05 B,2620.4055
2019-01-09 06 B,2714.8625
2019-01-09 07 B,2621.781
2019-01-09 08 B,2548.666
2019-01-09 09 B,2719.5972
2019-01-09 10 B,2653.5076
2019-01-09 11 B,2470.2324
2019-01-09 12 B,2241.4678
2019-01-09 13 B,2186.2947
2019-01-09 14 B,2039.0819
2019-01-09 15 B,1929.31
2019-01-09 16 B,1816.2812
2019-01-09 17 B,1816.2812
2019-01-09 18 B,1931.8657
2019-01-09 19 B,2162.037
2019-01-09 20 B,2231.2708
2019-01-09 21 B,2280.4534
2019-01-09 22 B,2275.058
2019-01-09 23 B,2183.695
2019-01-09 24 B,2228.7258
2019-01-10 01 B,2300.1494
2019-01-10 02 B,2248.2446
2019-01-10 03 B,2260.7527
2019-01-10 04 B,2358.1802
2019-01-10 05 B,2336.5557
2019-01-10 06 B,2080.3555
2019-01-10 07 B,2202.6047
2019-01-10 08 B,2202.6047
2019-01-10 09 B,2237.0867
2019-01-10 10 B,2205.7747
2019-01-10 11 B,2092.777
2019-01-10 12 B,1880.1958
2019-01-10 13 B,1770.6647
2019-01-10 14 B,1707.3477
2019-01-10 15 B,1700.0549
2019-01-10 16 B,1716.6074
2019-01-10 17 B,1856.3323
2019-01-10 18 B,1919.98
2019-01-10 19 B,1893.043
2019-01-10 20 B,1986.4512
2019-01-10 21 B,1941.728
2019-01-10 22 B,1882.7336
2019-01-10 23 B,1804.1191
2019-01-10 24 B,1886.2964
2019-01-11 01 B,1845.9442
2019-01-11 02 B,1845.9442
2019-01-11 03 B,1841.186
2019-01-11 04 B,1875.7848
2019-01-11 05 B,2046.6489
2019-01-11 06 B,2052.15
2019-01-11 07 B,1987.281
2019-01-11 08 B,1987.281
2019-01-11 09 B,1854.2772
2019-01-11 10 B,1845.9442
2019-01-11 11 B,1965.6163
2019-01-11 12 B,1907.2457
2019-01-11 13 B,1700.6987
2019-01-11 14 B,1656.1747
2019-01-11 15 B,1592.9861
2019-01-11 16 B,1563.3768
2019-01-11 17 B,1592.9861
2019-01-11 18 B,1698.451
2019-01-11 19 B,1785.107
2019-01-11 20 B,1890.2301
2019-01-11 21 B,1895.5443
2019-01-11 22 B,1957.5055
2019-01-11 23 B,1967.7125
2019-01-11 24 B,1928.7063
2019-01-12 01 B,1810.4825
2019-01-12 02 B,1787.0693
2019-01-12 03 B,1811.0806
2019-01-12 04 B,1744.795
2019-01-12 05 B,1708.0917
2019-01-12 06 B,1535.2626
2019-01-12 07 B,1537.9861
2019-01-12 08 B,1539.6022
2019-01-12 09 B,1539.6022
2019-01-12 10 B,1630.9431
2019-01-12 11 B,1628.8705
2019-01-12 12 B,1652.0674
2019-01-12 13 B,1551.8525
2019-01-12 14 B,1592.4053
2019-01-12 15 B,1619.0173
2019-01-12 16 B,1568.8615
2019-01-12 17 B,1579.0985
2019-01-12 18 B,1609.3313
2019-01-12 19 B,1594.0968
2019-01-12 20 B,1719.7017
2019-01-12 21 B,1798.1882
2019-01-12 22 B,1758.3136
2019-01-12 23 B,1853.4257
2019-01-12 24 B,1610.8917
2019-01-13 01 B,1498.1255
2019-01-13 02 B,1442.3433
2019-01-13 03 B,1357.4401
2019-01-13 04 B,1428.336
2019-01-13 05 B,1327.1802
2019-01-13 06 B,1506.4797
2019-01-13 07 B,1331.6799
2019-01-13 08 B,1405.477
2019-01-13 09 B,1338.7852
2019-01-13 10 B,1369.8223
2019-01-13 11 B,1795.8022
2019-01-13 12 B,1712.6736
2019-01-13 13 B,1669.4241
2019-01-13 14 B,1631.3704
2019-01-13 15 B,1552.4907
2019-01-13 16 B,1522.651
2019-01-13 17 B,1518.9202
2019-01-13 18 B,1646.6909
2019-01-13 19 B,1768.1694
2019-01-13 20 B,1868.1185
2019-01-13 21 B,1773.0369
2019-01-13 22 B,1719.6332
2019-01-13 23 B,1558.6224
2019-01-13 24 B,1587.5249
2019-01-14 01 B,1858.2288
2019-01-14 02 B,1681.9783
2019-01-14 03 B,1910.0183
2019-01-14 04 B,1970.71
2019-01-14 05 B,1800.017
2019-01-14 06 B,1911.3739
2019-01-14 07 B,1923.5461
2019-01-14 08 B,2014.9244
2019-01-14 09 B,1981.4114
2019-01-14 10 B,1925.8195
2019-01-14 11 B,1829.7445
2019-01-14 12 B,1869.5985
2019-01-14 13 B,1858.7899
2019-01-14 14 B,1718.9672
2019-01-14 15 B,1678.4036
2019-01-14 16 B,1574.0486
2019-01-14 17 B,1635.7029
2019-01-14 18 B,1724.7386
2019-01-14 19 B,1944.1915
2019-01-14 20 B,1984.6404
2019-01-14 21 B,1844.7183
2019-01-14 22 B,1824.6332
2019-01-14 23 B,1761.2549
2019-01-14 24 B,1831.0521
2019-01-15 01 B,1716.5704
2019-01-15 02 B,1610.1376
2019-01-15 03 B,1773.5344
2019-01-15 04 B,1777.5695
2019-01-15 05 B,1777.6647
2019-01-15 06 B,1813.193
2019-01-15 07 B,1810.3195
2019-01-15 08 B,1712.8136
2019-01-15 09 B,1845.2694
2019-01-15 10 B,1851.7838
2019-01-15 11 B,1908.5237
2019-01-15 12 B,1855.6178
2019-01-15 13 B,1766.6094
2019-01-15 14 B,1720.3748
2019-01-15 15 B,1700.6987
2019-01-15 16 B,1760.3694
2019-01-15 17 B,1890.793
2019-01-15 18 B,1927.0405
2019-01-15 19 B,2092.3728
2019-01-15 20 B,2111.3179
2019-01-15 21 B,2194.654
2019-01-15 22 B,2223.5068
2019-01-15 23 B,2257.8523
2019-01-15 24 B,2260.3643
2019-01-16 01 B,2218.0327
2019-01-16 02 B,2283.8042
2019-01-16 03 B,2351.4473
2019-01-16 04 B,2156.7441
2019-01-16 05 B,2425.646
2019-01-16 06 B,2304.927
2019-01-16 07 B,2121.1638
2019-01-16 08 B,2324.065
2019-01-16 09 B,2112.5498
2019-01-16 10 B,2296.6233
2019-01-16 11 B,2351.4004
2019-01-16 12 B,2236.078
2019-01-16 13 B,2247.2334
2019-01-16 14 B,2202.7488
2019-01-16 15 B,1922.4379
2019-01-16 16 B,1910.8099
2019-01-16 17 B,1962.9009
2019-01-16 18 B,2052.9058
2019-01-16 19 B,2311.3088
2019-01-16 20 B,2374.7236
2019-01-16 21 B,2275.433
2019-01-16 22 B,2227.5845
2019-01-16 23 B,2177.0164
2019-01-16 24 B,2286.7966
2019-01-17 01 B,2189.5999
2019-01-17 02 B,2181.554
2019-01-17 03 B,2063.2837
2019-01-17 04 B,2072.628
2019-01-17 05 B,1867.8818
2019-01-17 06 B,1951.1731
2019-01-17 07 B,1953.2812
2019-01-17 08 B,2163.8987
2019-01-17 09 B,1812.5801
2019-01-17 10 B,1959.0369
2019-01-17 11 B,1961.5149
2019-01-17 12 B,1978.25
2019-01-17 13 B,1840.6575
2019-01-17 14 B,1789.9285
2019-01-17 15 B,1700.0549
2019-01-17 16 B,1686.9872
2019-01-17 17 B,1702.0876
2019-01-17 18 B,1883.6293
2019-01-17 19 B,2022.5576
2019-01-17 20 B,2086.282
2019-01-17 21 B,2056.2073
2019-01-17 22 B,2097.3213
2019-01-17 23 B,2131.6843
2019-01-17 24 B,2159.0044
2019-01-18 01 B,2079.7842
2019-01-18 02 B,2104.6123
2019-01-18 03 B,2020.186
2019-01-18 04 B,1998.9124
2019-01-18 05 B,2018.5095
2019-01-18 06 B,2165.2559
2019-01-18 07 B,2089.539
2019-01-18 08 B,2071.8833
2019-01-18 09 B,2071.8833
2019-01-18 10 B,2008.7913
2019-01-18 11 B,2177.7983
2019-01-18 12 B,1952.2783
2019-01-18 13 B,1723.9956
2019-01-18 14 B,1597.6967
2019-01-18 15 B,1570.9823
2019-01-18 16 B,1475.022
2019-01-18 17 B,1462.131
2019-01-18 18 B,1666.4907
2019-01-18 19 B,1825.6036
2019-01-18 20 B,2019.1307
2019-01-18 21 B,2041.7415
2019-01-18 22 B,2063.9355
2019-01-18 23 B,2111.185
2019-01-18 24 B,1961.8835
2019-01-19 01 B,1679.9792
2019-01-19 02 B,1814.2803
2019-01-19 03 B,1799.8284
2019-01-19 04 B,1795.0702
2019-01-19 05 B,1845.3683
2019-01-19 06 B,1826.4628
2019-01-19 07 B,1761.5897
2019-01-19 08 B,1811.3964
2019-01-19 09 B,1811.3964
2019-01-19 10 B,1754.7822
2019-01-19 11 B,1887.093
2019-01-19 12 B,1687.8652
2019-01-19 13 B,1578.4708
2019-01-19 14 B,1443.4808
2019-01-19 15 B,1412.0193
2019-01-19 16 B,1499.5641
2019-01-19 17 B,1512.8359
2019-01-19 18 B,1531.8529
2019-01-19 19 B,1662.6687
2019-01-19 20 B,1704.07
2019-01-19 21 B,1736.1865
2019-01-19 22 B,1750.2864
2019-01-19 23 B,1764.3918
2019-01-19 24 B,1713.4791
2019-01-20 01 B,1858.301
2019-01-20 02 B,1843.216
2019-01-20 03 B,1770.3098
2019-01-20 04 B,1740.4622
2019-01-20 05 B,1798.1882
2019-01-20 06 B,1787.2363
2019-01-20 07 B,1839.673
2019-01-20 08 B,1808.8102
2019-01-20 09 B,1880.0907
2019-01-20 10 B,1861.6042
2019-01-20 11 B,1908.705
2019-01-20 12 B,1746.3342
2019-01-20 13 B,1688.9741
2019-01-20 14 B,1616.1025
2019-01-20 15 B,1577.3033
2019-01-20 16 B,1647.8142
2019-01-20 17 B,1626.8187
2019-01-20 18 B,1789.8959
2019-01-20 19 B,1968.2622
2019-01-20 20 B,2147.5496
2019-01-20 21 B,2198.3594
2019-01-20 22 B,2217.379
2019-01-20 23 B,2190.965
2019-01-20 24 B,2116.9294
2019-01-21 01 B,2247.5447
2019-01-21 02 B,2271.001
2019-01-21 03 B,2288.395
2019-01-21 04 B,2328.282
2019-01-21 05 B,2498.772
2019-01-21 06 B,2399.2031
2019-01-21 07 B,2392.6838
2019-01-21 08 B,2059.5154
2019-01-21 09 B,2255.2075
2019-01-21 10 B,2274.9395
2019-01-21 11 B,2204.2793
2019-01-21 12 B,2061.9846
2019-01-21 13 B,1918.5209
2019-01-21 14 B,1826.4926
2019-01-21 15 B,1717.1919
2019-01-21 16 B,1661.7825
2019-01-21 17 B,1661.7825
2019-01-21 18 B,1756.1082
2019-01-21 19 B,1890.793
2019-01-21 20 B,1950.1824
2019-01-21 21 B,1921.8087
2019-01-21 22 B,1993.0682
2019-01-21 23 B,2015.1495
2019-01-21 24 B,1941.728
2019-01-22 01 B,1933.867
2019-01-22 02 B,1560.1144
2019-01-22 03 B,1903.952
2019-01-22 04 B,1845.9442
2019-01-22 05 B,1841.186
2019-01-22 06 B,2045.2178
2019-01-22 07 B,1951.5103
2019-01-22 08 B,1813.0836
2019-01-22 09 B,1872.3811
2019-01-22 10 B,1823.9672
2019-01-22 11 B,1979.0818
2019-01-22 12 B,1774.3766
2019-01-22 13 B,1665.1858
2019-01-22 14 B,1563.8328
2019-01-22 15 B,1448.2426
2019-01-22 16 B,1413.8419
2019-01-22 17 B,1489.566
2019-01-22 18 B,1593.7637
2019-01-22 19 B,1691.2922
2019-01-22 20 B,1766.1455
2019-01-22 21 B,1919.98
2019-01-22 22 B,1927.7336
2019-01-22 23 B,1988.6401
2019-01-22 24 B,2015.1495
2019-01-23 01 B,1941.728
2019-01-23 02 B,1851.2645
2019-01-23 03 B,1760.1005
2019-01-23 04 B,1854.0865
2019-01-23 05 B,1856.931
2019-01-23 06 B,1845.2336
2019-01-23 07 B,1915.8878
2019-01-23 08 B,1827.2133
2019-01-23 09 B,1828.1901
2019-01-23 10 B,1738.81
2019-01-23 11 B,1913.6638
2019-01-23 12 B,1711.1912
2019-01-23 13 B,1573.9491
2019-01-23 14 B,1419.2599
2019-01-23 15 B,1393.0637
2019-01-23 16 B,1373.9349
2019-01-23 17 B,1406.583
2019-01-23 18 B,1458.577
2019-01-23 19 B,1721.5118
2019-01-23 20 B,1718.6401
2019-01-23 21 B,1912.7408
2019-01-23 22 B,1988.1104
2019-01-23 23 B,2105.958
2019-01-23 24 B,2140.6763
2019-01-24 01 B,2149.2544
2019-01-24 02 B,2037.5658
2019-01-24 03 B,2174.872
2019-01-24 04 B,2120.6272
2019-01-24 05 B,2188.329
2019-01-24 06 B,2109.2588
2019-01-24 07 B,2272.791
2019-01-24 08 B,2145.0527
2019-01-24 09 B,2184.6824
2019-01-24 10 B,2397.0388
2019-01-24 11 B,2188.615
2019-01-24 12 B,1797.4055
2019-01-24 13 B,1512.1763
2019-01-24 14 B,1508.9077
2019-01-24 15 B,1459.8773
2019-01-24 16 B,1436.605
2019-01-24 17 B,1436.605
2019-01-24 18 B,1508.9077
2019-01-24 19 B,1662.5907
2019-01-24 20 B,1857.275
2019-01-24 21 B,2116.5208
2019-01-24 22 B,2252.78
2019-01-24 23 B,2220.571
2019-01-24 24 B,2251.2622
2019-01-25 01 B,2275.6577
2019-01-25 02 B,2290.2373
2019-01-25 03 B,2211.7534
2019-01-25 04 B,2183.4675
2019-01-25 05 B,2103.241
2019-01-25 06 B,2179.7407
2019-01-25 07 B,2218.035
2019-01-25 08 B,1982.5778
2019-01-25 09 B,2036.7246
2019-01-25 10 B,2120.6272
2019-01-25 11 B,2235.2246
2019-01-25 12 B,1828.7712
2019-01-25 13 B,1800.8981
2019-01-25 14 B,1673.3477
2019-01-25 15 B,1707.3477
2019-01-25 16 B,1766.185
2019-01-25 17 B,1773.0255
2019-01-25 18 B,1879.9982
2019-01-25 19 B,2065.7134
2019-01-25 20 B,2202.6829
2019-01-25 21 B,2259.222
2019-01-25 22 B,2243.3699
2019-01-25 23 B,2202.6047
2019-01-25 24 B,2194.9468
2019-01-26 01 B,2148.0532
2019-01-26 02 B,2206.9646
2019-01-26 03 B,2285.0796
2019-01-26 04 B,2216.071
2019-01-26 05 B,2397.5007
2019-01-26 06 B,2353.2876
2019-01-26 07 B,2310.2239
2019-01-26 08 B,2436.7742
2019-01-26 09 B,2318.889
2019-01-26 10 B,2279.205
2019-01-26 11 B,2257.6035
2019-01-26 12 B,2111.7932
2019-01-26 13 B,1987.2212
2019-01-26 14 B,1861.1932
2019-01-26 15 B,1907.5912
2019-01-26 16 B,1739.3187
2019-01-26 17 B,1929.2096
2019-01-26 18 B,1806.2682
2019-01-26 19 B,2027.4258
2019-01-26 20 B,2089.682
2019-01-26 21 B,2253.1482
2019-01-26 22 B,2169.1692
2019-01-26 23 B,2220.641
2019-01-26 24 B,2256.9888
2019-01-27 01 B,2238.738
2019-01-27 02 B,2287.2986
2019-01-27 03 B,2086.7217
2019-01-27 04 B,1959.891
2019-01-27 05 B,2000.6334
2019-01-27 06 B,2003.9631
2019-01-27 07 B,1886.9746
2019-01-27 08 B,2094.9607
2019-01-27 09 B,2082.154
2019-01-27 10 B,2025.2869
2019-01-27 11 B,2175.2153
2019-01-27 12 B,1961.7952
2019-01-27 13 B,1746.586
2019-01-27 14 B,1547.6991
2019-01-27 15 B,1476.4583
2019-01-27 16 B,1486.7305
2019-01-27 17 B,1489.3881
2019-01-27 18 B,1587.7039
2019-01-27 19 B,1777.8419
2019-01-27 20 B,1924.7224
2019-01-27 21 B,2010.8032
2019-01-27 22 B,1931.2001
2019-01-27 23 B,1907.325
2019-01-27 24 B,1898.1442
2019-01-28 01 B,2054.451
2019-01-28 02 B,1941.728
2019-01-28 03 B,1873.3806
2019-01-28 04 B,1912.2799
2019-01-28 05 B,1878.8596
2019-01-28 06 B,1835.5815
2019-01-28 07 B,1835.5815
2019-01-28 08 B,1835.5815
2019-01-28 09 B,1869.5985
2019-01-28 10 B,1900.2365
2019-01-28 11 B,1785.107
2019-01-28 12 B,1690.535
2019-01-28 13 B,1658.1011
2019-01-28 14 B,1537.1787
2019-01-28 15 B,1393.525
2019-01-28 16 B,1540.7577
2019-01-28 17 B,1569.906
2019-01-28 18 B,1520.9961
2019-01-28 19 B,1761.5542
2019-01-28 20 B,1892.0087
2019-01-28 21 B,1999.6503
2019-01-28 22 B,2182.4412
2019-01-28 23 B,2259.222
2019-01-28 24 B,2255.0483
2019-01-29 01 B,2118.2202
2019-01-29 02 B,2290.2373
2019-01-29 03 B,2218.4756
2019-01-29 04 B,2082.9785
2019-01-29 05 B,2145.9053
2019-01-29 06 B,2164.4553
2019-01-29 07 B,2095.8071
2019-01-29 08 B,2188.8665
2019-01-29 09 B,2188.8665
2019-01-29 10 B,2179.7407
2019-01-29 11 B,2247.9043
2019-01-29 12 B,1892.0087
2019-01-29 13 B,1644.9692
2019-01-29 14 B,1456.8994
2019-01-29 15 B,1453.998
2019-01-29 16 B,1430.7684
2019-01-29 17 B,1430.7684
2019-01-29 18 B,1486.3606
2019-01-29 19 B,1803.5317
2019-01-29 20 B,2043.436
2019-01-29 21 B,2188.462
2019-01-29 22 B,2194.654
2019-01-29 23 B,2200.2024
2019-01-29 24 B,2154.5762
2019-01-30 01 B,2083.238
2019-01-30 02 B,2079.7842
2019-01-30 03 B,2079.7842
2019-01-30 04 B,2087.9963
2019-01-30 05 B,2079.7842
2019-01-30 06 B,2064.8372
2019-01-30 07 B,2053.594
2019-01-30 08 B,2191.855
2019-01-30 09 B,2145.488
2019-01-30 10 B,2046.9692
2019-01-30 11 B,2000.0154
2019-01-30 12 B,1700.0549
2019-01-30 13 B,1588.9435
2019-01-30 14 B,1461.1621
2019-01-30 15 B,1351.7831
2019-01-30 16 B,1351.7831
2019-01-30 17 B,1371.1367
2019-01-30 18 B,1451.788
2019-01-30 19 B,1614.8604
2019-01-30 20 B,1661.198
2019-01-30 21 B,1756.1082
2019-01-30 22 B,1779.5316
2019-01-30 23 B,1784.414
2019-01-30 24 B,1854.9247
2019-01-31 01 B,1890.793
2019-01-31 02 B,1890.793
2019-01-31 03 B,1885.5612
2019-01-31 04 B,1981.3135
2019-01-31 05 B,2011.5999
2019-01-31 06 B,1877.5923
2019-01-31 07 B,1861.204
2019-01-31 08 B,1821.5599
2019-01-31 09 B,1848.9949
2019-01-31 10 B,1895.1123
2019-01-31 11 B,1828.5326
2019-01-31 12 B,1836.7794
2019-01-31 13 B,1836.7794
2019-01-31 14 B,1701.8815
2019-01-31 15 B,1975.7747
2019-01-31 16 B,1941.728
2019-01-31 17 B,2015.1495
2019-01-31 18 B,1976.082
2019-01-31 19 B,2148.8396
2019-01-31 20 B,2154.5762
2019-01-31 21 B,2153.5447
2019-01-31 22 B,2138.7778
2019-01-31 23 B,2188.3833
2019-01-31 24 B,2095.2092
2019-02-01 01 B,2030.3357
2019-02-01 02 B,2167.8967
2019-02-01 03 B,2127.119
2019-02-01 04 B,2165.057
2019-02-01 05 B,2206.0503
2019-02-01 06 B,1992.7925
2019-02-01 07 B,2173.8152
2019-02-01 08 B,2136.8206
2019-02-01 09 B,2135.4846
2019-02-01 10 B,2013.6116
2019-02-01 11 B,2110.9846
2019-02-01 12 B,2067.2073
2019-02-01 13 B,2067.4187
2019-02-01 14 B,1954.5956
2019-02-01 15 B,1870.3936
2019-02-01 16 B,1854.4299
2019-02-01 17 B,1889.9155
2019-02-01 18 B,1979.6993
2019-02-01 19 B,2074.8303
2019-02-01 20 B,1896.4535
2019-02-01 21 B,1896.9026
2019-02-01 22 B,1754.1252
2019-02-01 23 B,1679.8505
2019-02-01 24 B,1763.5275
2019-02-02 01 B,1545.1796
2019-02-02 02 B,1771.6465
2019-02-02 03 B,1515.3323
2019-02-02 04 B,1613.7426
2019-02-02 05 B,1816.9698
2019-02-02 06 B,1699.8805
2019-02-02 07 B,1694.6992
2019-02-02 08 B,1682.1362
2019-02-02 09 B,1564.0454
2019-02-02 10 B,1555.2389
2019-02-02 11 B,1541.7784
2019-02-02 12 B,1774.8768
2019-02-02 13 B,1663.3411
2019-02-02 14 B,1636.7277
2019-02-02 15 B,1516.4701
2019-02-02 16 B,1517.4319
2019-02-02 17 B,1517.4319
2019-02-02 18 B,1522.0519
2019-02-02 19 B,1652.1897
2019-02-02 20 B,1660.8654
2019-02-02 21 B,1696.7448
2019-02-02 22 B,1684.1084
2019-02-02 23 B,1659.1278
2019-02-02 24 B,1695.9393
2019-02-03 01 B,1597.346
2019-02-03 02 B,1584.014
2019-02-03 03 B,1575.7871
2019-02-03 04 B,1521.3463
2019-02-03 05 B,1455.9012
2019-02-03 06 B,1440.445
2019-02-03 07 B,1568.2037
2019-02-03 08 B,1292.1307
2019-02-03 09 B,1436.7277
2019-02-03 10 B,1423.7576
2019-02-03 11 B,1430.6083
2019-02-03 12 B,1580.1599
2019-02-03 13 B,985.11993
2019-02-03 14 B,1091.2292
2019-02-03 15 B,1097.3645
2019-02-03 16 B,1339.054
2019-02-03 17 B,1297.0128
2019-02-03 18 B,1392.8427
2019-02-03 19 B,1367.531
2019-02-03 20 B,1417.6687
2019-02-03 21 B,1582.5627
2019-02-03 22 B,1470.1976
2019-02-03 23 B,1502.9177
2019-02-03 24 B,1446.7515
2019-02-04 01 B,1276.797
2019-02-04 02 B,1492.4121
2019-02-04 03 B,1514.3518
2019-02-04 04 B,1445.4313
2019-02-04 05 B,1480.3331
2019-02-04 06 B,1923.0253
2019-02-04 07 B,1945.7009
2019-02-04 08 B,1844.2697
2019-02-04 09 B,1907.1016
2019-02-04 10 B,1982.6058
2019-02-04 11 B,1873.7543
2019-02-04 12 B,1651.073
2019-02-04 13 B,1590.5842
2019-02-04 14 B,1665.9906
2019-02-04 15 B,1599.425
2019-02-04 16 B,1603.3143
2019-02-04 17 B,1599.425
2019-02-04 18 B,1671.456
2019-02-04 19 B,1651.073
2019-02-04 20 B,1790.0647
2019-02-04 21 B,1982.6058
2019-02-04 22 B,2033.6134
2019-02-04 23 B,1922.3615
2019-02-04 24 B,1859.8398
2019-02-05 01 B,1706.1384
2019-02-05 02 B,1810.6279
2019-02-05 03 B,1659.185
2019-02-05 04 B,1533.9523
2019-02-05 05 B,1617.1072
2019-02-05 06 B,1488.9928
2019-02-05 07 B,1590.8214
2019-02-05 08 B,1687.6963
2019-02-05 09 B,1594.7264
2019-02-05 10 B,1668.2732
2019-02-05 11 B,1735.0444
2019-02-05 12 B,1604.2563
2019-02-05 13 B,1275.0282
2019-02-05 14 B,1290.4938
2019-02-05 15 B,1214.7753
2019-02-05 16 B,1193.816
2019-02-05 17 B,1214.7753
2019-02-05 18 B,1278.4609
2019-02-05 19 B,1327.073
2019-02-05 20 B,1451.9486
2019-02-05 21 B,1587.6606
2019-02-05 22 B,1614.3127
2019-02-05 23 B,1515.7905
2019-02-05 24 B,1545.6688
2019-02-06 01 B,1374.0297
2019-02-06 02 B,1267.4519
2019-02-06 03 B,1456.6249
2019-02-06 04 B,1486.4875
2019-02-06 05 B,1477.1888
2019-02-06 06 B,1567.2828
2019-02-06 07 B,1488.0673
2019-02-06 08 B,1488.0673
2019-02-06 09 B,1668.2413
2019-02-06 10 B,1313.0718
2019-02-06 11 B,1571.39
2019-02-06 12 B,1321.1509
2019-02-06 13 B,1240.4473
2019-02-06 14 B,1273.1378
2019-02-06 15 B,1387.5157
2019-02-06 16 B,1276.5181
2019-02-06 17 B,1293.6738
2019-02-06 18 B,1212.8958
2019-02-06 19 B,1375.531
2019-02-06 20 B,1442.7821
2019-02-06 21 B,1536.2819
2019-02-06 22 B,1615.4941
2019-02-06 23 B,1595.6259
2019-02-06 24 B,1567.0151
2019-02-07 01 B,1519.7283
2019-02-07 02 B,1530.632
2019-02-07 03 B,1621.0164
2019-02-07 04 B,1627.9583
2019-02-07 05 B,1594.3645
2019-02-07 06 B,1685.7611
2019-02-07 07 B,1626.5371
2019-02-07 08 B,1614.1735
2019-02-07 09 B,1683.6671
2019-02-07 10 B,1671.1573
2019-02-07 11 B,1813.0466
2019-02-07 12 B,1733.1661
2019-02-07 13 B,1721.5829
2019-02-07 14 B,1593.2112
2019-02-07 15 B,1677.6968
2019-02-07 16 B,1768.1736
2019-02-07 17 B,1801.6809
2019-02-07 18 B,1950.7737
2019-02-07 19 B,2083.6323
2019-02-07 20 B,2113.6252
2019-02-07 21 B,2163.7007
2019-02-07 22 B,2155.515
2019-02-07 23 B,2189.3208
2019-02-07 24 B,2215.5334
2019-02-08 01 B,2237.4607
2019-02-08 02 B,2156.3894
2019-02-08 03 B,2304.8843
2019-02-08 04 B,2205.7725
2019-02-08 05 B,2396.0935
2019-02-08 06 B,2396.0935
2019-02-08 07 B,2396.0935
2019-02-08 08 B,2442.61
2019-02-08 09 B,2442.61
2019-02-08 10 B,2282.5994
2019-02-08 11 B,2253.5117
2019-02-08 12 B,2208.9336
2019-02-08 13 B,2086.8572
2019-02-08 14 B,2036.6062
2019-02-08 15 B,1923.9097
2019-02-08 16 B,1937.6234
2019-02-08 17 B,1899.0292
2019-02-08 18 B,1982.5305
2019-02-08 19 B,2073.6748
2019-02-08 20 B,2043.8496
2019-02-08 21 B,2119.623
2019-02-08 22 B,2069.484
2019-02-08 23 B,2153.2595
2019-02-08 24 B,2123.0596
2019-02-09 01 B,1982.0254
2019-02-09 02 B,1982.0254
2019-02-09 03 B,2040.2714
2019-02-09 04 B,1996.0697
2019-02-09 05 B,1990.7188
2019-02-09 06 B,2007.6315
2019-02-09 07 B,2027.6466
2019-02-09 08 B,1963.0497
2019-02-09 09 B,2188.6233
2019-02-09 10 B,2053.078
2019-02-09 11 B,2032.3684
2019-02-09 12 B,2059.252
2019-02-09 13 B,2029.4604
2019-02-09 14 B,1976.4568
2019-02-09 15 B,1912.9426
2019-02-09 16 B,1954.4246
2019-02-09 17 B,1956.7821
2019-02-09 18 B,2034.7352
2019-02-09 19 B,2125.8281
2019-02-09 20 B,2032.3684
2019-02-09 21 B,2041.1838
2019-02-09 22 B,2156.0989
2019-02-09 23 B,2094.6572
2019-02-09 24 B,2339.2905
2019-02-10 01 B,2133.3015
2019-02-10 02 B,2180.2183
2019-02-10 03 B,2136.6675
2019-02-10 04 B,2399.352
2019-02-10 05 B,2178.251
2019-02-10 06 B,2397.3862
2019-02-10 07 B,2212.8455
2019-02-10 08 B,2170.0571
2019-02-10 09 B,2273.1843
2019-02-10 10 B,2065.0896
2019-02-10 11 B,2173.2612
2019-02-10 12 B,2045.245
2019-02-10 13 B,2012.6771
2019-02-10 14 B,1979.2273
2019-02-10 15 B,1888.4298
2019-02-10 16 B,1869.2048
2019-02-10 17 B,1886.4175
2019-02-10 18 B,1879.1155
2019-02-10 19 B,1992.4744
2019-02-10 20 B,2045.5729
2019-02-10 21 B,2047.9502
2019-02-10 22 B,2008.8602
2019-02-10 23 B,2118.0205
2019-02-10 24 B,2058.7441
2019-02-11 01 B,2003.0508
2019-02-11 02 B,2142.6191
2019-02-11 03 B,2153.7004
2019-02-11 04 B,2093.3103
2019-02-11 05 B,2150.5542
2019-02-11 06 B,2175.5234
2019-02-11 07 B,2214.1638
2019-02-11 08 B,2234.098
2019-02-11 09 B,2205.4683
2019-02-11 10 B,2153.917
2019-02-11 11 B,2191.0137
2019-02-11 12 B,2092.0117
2019-02-11 13 B,2078.7593
2019-02-11 14 B,1931.8011
2019-02-11 15 B,1978.2297
2019-02-11 16 B,1753.1173
2019-02-11 17 B,1753.1173
2019-02-11 18 B,1948.843
