일자|시간|구분,공급량
2019-01-08 09 B,2628.2302
2019-01-08 10 B,2411.541
2019-01-08 11 B,2239.532
2019-01-08 12 B,2010.5577
2019-01-08 13 B,1830.8379
2019-01-08 14 B,1797.5717
2019-01-08 15 B,1703.3651
2019-01-08 16 B,1737.7458
2019-01-08 17 B,1818.6646
2019-01-08 18 B,2105.9568
2019-01-08 19 B,2472.2842
2019-01-08 20 B,2528.001
2019-01-08 21 B,2578.6377
2019-01-08 22 B,2437.1838
2019-01-08 23 B,2375.0835
2019-01-08 24 B,2174.635
2019-01-09 01 B,2005.2181
2019-01-09 02 B,1762.9264
2019-01-09 03 B,1606.6455
2019-01-09 04 B,1683.2583
2019-01-09 05 B,1798.7238
2019-01-09 06 B,1946.3341
2019-01-09 07 B,2364.8916
2019-01-09 08 B,2852.9417
2019-01-09 09 B,2921.9548
2019-01-09 10 B,2819.482
2019-01-09 11 B,2577.6782
2019-01-09 12 B,2264.3472
2019-01-09 13 B,2067.6577
2019-01-09 14 B,1970.2217
2019-01-09 15 B,1821.8618
2019-01-09 16 B,1803.4562
2019-01-09 17 B,1827.6731
2019-01-09 18 B,2126.037
2019-01-09 19 B,2433.7842
2019-01-09 20 B,2563.9163
2019-01-09 21 B,2622.034
2019-01-09 22 B,2545.5537
2019-01-09 23 B,2384.1113
2019-01-09 24 B,2237.2393
2019-01-10 01 B,1913.7949
2019-01-10 02 B,1587.9546
2019-01-10 03 B,1419.3436
2019-01-10 04 B,1447.862
2019-01-10 05 B,1657.9559
2019-01-10 06 B,1726.6621
2019-01-10 07 B,2110.893
2019-01-10 08 B,2492.1638
2019-01-10 09 B,2567.5708
2019-01-10 10 B,2296.8782
2019-01-10 11 B,2251.4133
2019-01-10 12 B,1956.9452
2019-01-10 13 B,1758.3153
2019-01-10 14 B,1683.1536
2019-01-10 15 B,1608.285
2019-01-10 16 B,1577.1094
2019-01-10 17 B,1669.1373
2019-01-10 18 B,1867.9652
2019-01-10 19 B,2230.6755
2019-01-10 20 B,2278.8977
2019-01-10 21 B,2285.84
2019-01-10 22 B,2197.2593
2019-01-10 23 B,2040.9183
2019-01-10 24 B,1930.7803
2019-01-11 01 B,1704.324
2019-01-11 02 B,1455.761
2019-01-11 03 B,1311.4889
2019-01-11 04 B,1324.4005
2019-01-11 05 B,1533.3842
2019-01-11 06 B,1668.8958
2019-01-11 07 B,1992.4667
2019-01-11 08 B,2419.7446
2019-01-11 09 B,2498.3926
2019-01-11 10 B,2367.0276
2019-01-11 11 B,2184.5876
2019-01-11 12 B,1925.1688
2019-01-11 13 B,1657.4913
2019-01-11 14 B,1576.1815
2019-01-11 15 B,1487.1875
2019-01-11 16 B,1456.099
2019-01-11 17 B,1498.9066
2019-01-11 18 B,1717.2242
2019-01-11 19 B,2085.7737
2019-01-11 20 B,2144.4094
2019-01-11 21 B,2097.6018
2019-01-11 22 B,2040.0707
2019-01-11 23 B,1946.2648
2019-01-11 24 B,1780.4463
2019-01-12 01 B,1530.4312
2019-01-12 02 B,1287.4288
2019-01-12 03 B,1212.7845
2019-01-12 04 B,1275.9396
2019-01-12 05 B,1410.249
2019-01-12 06 B,1420.963
2019-01-12 07 B,1403.7291
2019-01-12 08 B,1561.2146
2019-01-12 09 B,1938.068
2019-01-12 10 B,1928.3623
2019-01-12 11 B,1885.79
2019-01-12 12 B,1779.4017
2019-01-12 13 B,1646.1505
2019-01-12 14 B,1602.7052
2019-01-12 15 B,1500.0114
2019-01-12 16 B,1447.5347
2019-01-12 17 B,1484.9808
2019-01-12 18 B,1650.2965
2019-01-12 19 B,1957.2484
2019-01-12 20 B,2042.5505
2019-01-12 21 B,1961.8712
2019-01-12 22 B,1905.7614
2019-01-12 23 B,1838.02
2019-01-12 24 B,1744.6188
2019-01-13 01 B,1539.1621
2019-01-13 02 B,1235.3352
2019-01-13 03 B,1161.6079
2019-01-13 04 B,1197.3308
2019-01-13 05 B,1360.1508
2019-01-13 06 B,1389.379
2019-01-13 07 B,1384.9988
2019-01-13 08 B,1807.2769
2019-01-13 09 B,1871.1912
2019-01-13 10 B,2037.7787
2019-01-13 11 B,1996.1403
2019-01-13 12 B,1849.771
2019-01-13 13 B,1652.4131
2019-01-13 14 B,1581.2355
2019-01-13 15 B,1427.8052
2019-01-13 16 B,1375.0066
2019-01-13 17 B,1450.5286
2019-01-13 18 B,1716.8451
2019-01-13 19 B,2024.5139
2019-01-13 20 B,2075.6626
2019-01-13 21 B,2027.6774
2019-01-13 22 B,1991.6011
2019-01-13 23 B,1840.3906
2019-01-13 24 B,1857.0912
2019-01-14 01 B,1731.1119
2019-01-14 02 B,1444.0806
2019-01-14 03 B,1360.3586
2019-01-14 04 B,1367.4536
2019-01-14 05 B,1549.1443
2019-01-14 06 B,1632.877
2019-01-14 07 B,1834.6279
2019-01-14 08 B,2307.5955
2019-01-14 09 B,2478.355
2019-01-14 10 B,2382.5295
2019-01-14 11 B,2210.3086
2019-01-14 12 B,1962.243
2019-01-14 13 B,1714.8917
2019-01-14 14 B,1618.2329
2019-01-14 15 B,1495.8336
2019-01-14 16 B,1464.4661
2019-01-14 17 B,1517.0891
2019-01-14 18 B,1735.8729
2019-01-14 19 B,2135.1343
2019-01-14 20 B,2260.8357
2019-01-14 21 B,2252.9
2019-01-14 22 B,2189.2576
2019-01-14 23 B,2066.0618
2019-01-14 24 B,1905.8021
2019-01-15 01 B,1604.7816
2019-01-15 02 B,1313.3641
2019-01-15 03 B,1186.6998
2019-01-15 04 B,1222.787
2019-01-15 05 B,1388.0859
2019-01-15 06 B,1458.7236
2019-01-15 07 B,1802.5267
2019-01-15 08 B,2263.909
2019-01-15 09 B,2350.5725
2019-01-15 10 B,2199.7708
2019-01-15 11 B,2126.8933
2019-01-15 12 B,1847.256
2019-01-15 13 B,1709.6136
2019-01-15 14 B,1630.6339
2019-01-15 15 B,1573.1163
2019-01-15 16 B,1605.3925
2019-01-15 17 B,1669.3971
2019-01-15 18 B,1882.3469
2019-01-15 19 B,2263.318
2019-01-15 20 B,2424.8782
2019-01-15 21 B,2438.7258
2019-01-15 22 B,2358.4692
2019-01-15 23 B,2277.387
2019-01-15 24 B,2059.4883
2019-01-16 01 B,1939.8346
2019-01-16 02 B,1677.8524
2019-01-16 03 B,1492.9409
2019-01-16 04 B,1649.316
2019-01-16 05 B,1941.6477
2019-01-16 06 B,2087.9883
2019-01-16 07 B,2359.8015
2019-01-16 08 B,2841.436
2019-01-16 09 B,2921.0056
2019-01-16 10 B,2821.208
2019-01-16 11 B,2575.1182
2019-01-16 12 B,2311.7363
2019-01-16 13 B,2163.0105
2019-01-16 14 B,2110.8997
2019-01-16 15 B,1892.762
2019-01-16 16 B,1881.0392
2019-01-16 17 B,1927.3221
2019-01-16 18 B,2166.0005
2019-01-16 19 B,2546.2102
2019-01-16 20 B,2602.4714
2019-01-16 21 B,2649.8025
2019-01-16 22 B,2556.7297
2019-01-16 23 B,2335.1885
2019-01-16 24 B,2067.143
2019-01-17 01 B,1858.1105
2019-01-17 02 B,1549.8398
2019-01-17 03 B,1422.0547
2019-01-17 04 B,1442.9852
2019-01-17 05 B,1641.923
2019-01-17 06 B,1764.5806
2019-01-17 07 B,2103.9636
2019-01-17 08 B,2480.9414
2019-01-17 09 B,2546.0469
2019-01-17 10 B,2320.0503
2019-01-17 11 B,2192.7957
2019-01-17 12 B,1970.8478
2019-01-17 13 B,1773.1512
2019-01-17 14 B,1745.7782
2019-01-17 15 B,1613.7407
2019-01-17 16 B,1604.8962
2019-01-17 17 B,1633.8483
2019-01-17 18 B,1931.0061
2019-01-17 19 B,2182.7505
2019-01-17 20 B,2329.3247
2019-01-17 21 B,2311.383
2019-01-17 22 B,2278.4265
2019-01-17 23 B,2080.2961
2019-01-17 24 B,2016.608
2019-01-18 01 B,1708.8925
2019-01-18 02 B,1547.1686
2019-01-18 03 B,1405.6791
2019-01-18 04 B,1446.569
2019-01-18 05 B,1686.5234
2019-01-18 06 B,1807.8055
2019-01-18 07 B,2150.1604
2019-01-18 08 B,2649.2454
2019-01-18 09 B,2768.441
2019-01-18 10 B,2436.6929
2019-01-18 11 B,2264.525
2019-01-18 12 B,1908.9896
2019-01-18 13 B,1670.9708
2019-01-18 14 B,1594.2533
2019-01-18 15 B,1530.6559
2019-01-18 16 B,1537.354
2019-01-18 17 B,1467.8309
2019-01-18 18 B,1739.4694
2019-01-18 19 B,2122.9124
2019-01-18 20 B,2240.6172
2019-01-18 21 B,2288.695
2019-01-18 22 B,2239.323
2019-01-18 23 B,2084.5657
2019-01-18 24 B,1940.0505
2019-01-19 01 B,1681.066
2019-01-19 02 B,1420.5867
2019-01-19 03 B,1389.3525
2019-01-19 04 B,1385.6892
2019-01-19 05 B,1479.2131
2019-01-19 06 B,1544.5468
2019-01-19 07 B,1553.2423
2019-01-19 08 B,1979.6344
2019-01-19 09 B,2032.6384
2019-01-19 10 B,2046.6042
2019-01-19 11 B,1971.8527
2019-01-19 12 B,1739.4689
2019-01-19 13 B,1599.7305
2019-01-19 14 B,1512.8722
2019-01-19 15 B,1322.5979
2019-01-19 16 B,1363.1962
2019-01-19 17 B,1446.5476
2019-01-19 18 B,1639.9976
2019-01-19 19 B,1917.4098
2019-01-19 20 B,1999.0629
2019-01-19 21 B,1975.7883
2019-01-19 22 B,1868.8763
2019-01-19 23 B,1763.573
2019-01-19 24 B,1655.259
2019-01-20 01 B,1490.9867
2019-01-20 02 B,1237.4773
2019-01-20 03 B,1131.6144
2019-01-20 04 B,1143.7833
2019-01-20 05 B,1260.3242
2019-01-20 06 B,1285.8219
2019-01-20 07 B,1408.5381
2019-01-20 08 B,1577.8809
2019-01-20 09 B,1903.9684
2019-01-20 10 B,1925.7682
2019-01-20 11 B,1976.3954
2019-01-20 12 B,1781.2676
2019-01-20 13 B,1717.4929
2019-01-20 14 B,1665.3542
2019-01-20 15 B,1562.1113
2019-01-20 16 B,1610.5752
2019-01-20 17 B,1626.87
2019-01-20 18 B,1949.8009
2019-01-20 19 B,2230.483
2019-01-20 20 B,2204.0352
2019-01-20 21 B,2263.3652
2019-01-20 22 B,2181.278
2019-01-20 23 B,2077.3735
2019-01-20 24 B,1999.1522
2019-01-21 01 B,1994.856
2019-01-21 02 B,1586.994
2019-01-21 03 B,1502.2722
2019-01-21 04 B,1541.2217
2019-01-21 05 B,1806.7518
2019-01-21 06 B,1884.5251
2019-01-21 07 B,2263.6006
2019-01-21 08 B,2703.9778
2019-01-21 09 B,2748.3396
2019-01-21 10 B,2469.3174
2019-01-21 11 B,2267.5906
2019-01-21 12 B,2046.0698
2019-01-21 13 B,1811.9194
2019-01-21 14 B,1685.9257
2019-01-21 15 B,1589.9257
2019-01-21 16 B,1555.2156
2019-01-21 17 B,1593.7091
2019-01-21 18 B,1843.2665
2019-01-21 19 B,2124.0586
2019-01-21 20 B,2164.886
2019-01-21 21 B,2153.2705
2019-01-21 22 B,2083.2646
2019-01-21 23 B,1988.1925
2019-01-21 24 B,1885.946
2019-01-22 01 B,1605.4482
2019-01-22 02 B,1353.1638
2019-01-22 03 B,1249.0255
2019-01-22 04 B,1347.6554
2019-01-22 05 B,1515.9498
2019-01-22 06 B,1659.0304
2019-01-22 07 B,1992.4667
2019-01-22 08 B,2437.1572
2019-01-22 09 B,2508.557
2019-01-22 10 B,2311.5996
2019-01-22 11 B,2115.717
2019-01-22 12 B,1783.6947
2019-01-22 13 B,1600.4988
2019-01-22 14 B,1584.1989
2019-01-22 15 B,1382.4619
2019-01-22 16 B,1351.4731
2019-01-22 17 B,1470.6517
2019-01-22 18 B,1677.7134
2019-01-22 19 B,1985.0631
2019-01-22 20 B,2105.0042
2019-01-22 21 B,2112.3943
2019-01-22 22 B,2046.1241
2019-01-22 23 B,1926.1135
2019-01-22 24 B,1883.8047
2019-01-23 01 B,1654.7953
2019-01-23 02 B,1324.0471
2019-01-23 03 B,1227.6086
2019-01-23 04 B,1251.4072
2019-01-23 05 B,1428.826
2019-01-23 06 B,1456.4993
2019-01-23 07 B,1882.2812
2019-01-23 08 B,2351.82
2019-01-23 09 B,2413.5066
2019-01-23 10 B,2200.029
2019-01-23 11 B,2091.4673
2019-01-23 12 B,1689.0684
2019-01-23 13 B,1598.5424
2019-01-23 14 B,1471.5958
2019-01-23 15 B,1388.3386
2019-01-23 16 B,1360.1436
2019-01-23 17 B,1389.8961
2019-01-23 18 B,1692.1971
2019-01-23 19 B,2002.1283
2019-01-23 20 B,2110.1414
2019-01-23 21 B,2201.7344
2019-01-23 22 B,2120.3188
2019-01-23 23 B,2036.599
2019-01-23 24 B,1976.8698
2019-01-24 01 B,1702.3059
2019-01-24 02 B,1467.1816
2019-01-24 03 B,1349.8136
2019-01-24 04 B,1451.6305
2019-01-24 05 B,1660.5906
2019-01-24 06 B,1852.0858
2019-01-24 07 B,2131.4165
2019-01-24 08 B,2720.2605
2019-01-24 09 B,2716.8152
2019-01-24 10 B,2450.3875
2019-01-24 11 B,2183.5725
2019-01-24 12 B,1920.1173
2019-01-24 13 B,1664.8856
2019-01-24 14 B,1589.4652
2019-01-24 15 B,1482.9191
2019-01-24 16 B,1478.198
2019-01-24 17 B,1525.6493
2019-01-24 18 B,1670.0476
2019-01-24 19 B,2093.041
2019-01-24 20 B,2298.8474
2019-01-24 21 B,2361.3103
2019-01-24 22 B,2383.066
2019-01-24 23 B,2237.208
2019-01-24 24 B,2112.9136
2019-01-25 01 B,1863.1875
2019-01-25 02 B,1587.9546
2019-01-25 03 B,1450.9529
2019-01-25 04 B,1541.7134
2019-01-25 05 B,1732.5708
2019-01-25 06 B,1854.2915
2019-01-25 07 B,2141.7573
2019-01-25 08 B,2610.2805
2019-01-25 09 B,2683.2239
2019-01-25 10 B,2454.6987
2019-01-25 11 B,2243.649
2019-01-25 12 B,1931.2533
2019-01-25 13 B,1727.4114
2019-01-25 14 B,1689.7587
2019-01-25 15 B,1630.8776
2019-01-25 16 B,1674.6589
2019-01-25 17 B,1707.0018
2019-01-25 18 B,2027.6299
2019-01-25 19 B,2364.2788
2019-01-25 20 B,2402.8918
2019-01-25 21 B,2475.6978
2019-01-25 22 B,2476.9993
2019-01-25 23 B,2271.4182
2019-01-25 24 B,2127.8691
2019-01-26 01 B,1908.6061
2019-01-26 02 B,1643.9801
2019-01-26 03 B,1547.8304
2019-01-26 04 B,1689.281
2019-01-26 05 B,1767.0815
2019-01-26 06 B,1781.6161
2019-01-26 07 B,1878.0923
2019-01-26 08 B,2192.824
2019-01-26 09 B,2335.2034
2019-01-26 10 B,2410.426
2019-01-26 11 B,2287.976
2019-01-26 12 B,2092.1355
2019-01-26 13 B,1903.3661
2019-01-26 14 B,1775.8171
2019-01-26 15 B,1770.3392
2019-01-26 16 B,1783.0363
2019-01-26 17 B,1820.8134
2019-01-26 18 B,1922.3022
2019-01-26 19 B,2255.3433
2019-01-26 20 B,2326.831
2019-01-26 21 B,2297.3762
2019-01-26 22 B,2341.8455
2019-01-26 23 B,2220.38
2019-01-26 24 B,2219.4326
2019-01-27 01 B,2137.922
2019-01-27 02 B,1764.7397
2019-01-27 03 B,1550.9872
2019-01-27 04 B,1593.6814
2019-01-27 05 B,1805.2789
2019-01-27 06 B,1845.6903
2019-01-27 07 B,2006.0726
2019-01-27 08 B,2141.3796
2019-01-27 09 B,2386.359
2019-01-27 10 B,2500.1206
2019-01-27 11 B,2248.3254
2019-01-27 12 B,1960.2826
2019-01-27 13 B,1779.0597
2019-01-27 14 B,1648.5834
2019-01-27 15 B,1535.4238
2019-01-27 16 B,1478.5248
2019-01-27 17 B,1502.4705
2019-01-27 18 B,1771.783
2019-01-27 19 B,2022.1245
2019-01-27 20 B,2142.2642
2019-01-27 21 B,2086.928
2019-01-27 22 B,1967.7585
2019-01-27 23 B,1825.9685
2019-01-27 24 B,1763.0212
2019-01-28 01 B,1631.8005
2019-01-28 02 B,1331.2803
2019-01-28 03 B,1254.8499
2019-01-28 04 B,1281.493
2019-01-28 05 B,1401.0913
2019-01-28 06 B,1439.5471
2019-01-28 07 B,1823.2598
2019-01-28 08 B,2233.655
2019-01-28 09 B,2268.728
2019-01-28 10 B,2132.4434
2019-01-28 11 B,1994.9979
2019-01-28 12 B,1746.2899
2019-01-28 13 B,1626.8175
2019-01-28 14 B,1578.616
2019-01-28 15 B,1494.929
2019-01-28 16 B,1526.4319
2019-01-28 17 B,1660.0688
2019-01-28 18 B,1812.8463
2019-01-28 19 B,2159.8164
2019-01-28 20 B,2311.242
2019-01-28 21 B,2349.2192
2019-01-28 22 B,2292.3801
2019-01-28 23 B,2154.277
2019-01-28 24 B,2120.356
2019-01-29 01 B,1854.5156
2019-01-29 02 B,1587.9546
2019-01-29 03 B,1529.9414
2019-01-29 04 B,1541.7234
2019-01-29 05 B,1703.7382
2019-01-29 06 B,1886.9856
2019-01-29 07 B,2127.4883
2019-01-29 08 B,2800.572
2019-01-29 09 B,2907.7522
2019-01-29 10 B,2530.3206
2019-01-29 11 B,2292.3025
2019-01-29 12 B,2018.3582
2019-01-29 13 B,1719.4972
2019-01-29 14 B,1650.5425
2019-01-29 15 B,1491.1302
2019-01-29 16 B,1511.7781
2019-01-29 17 B,1524.541
2019-01-29 18 B,1692.9148
2019-01-29 19 B,2139.9773
2019-01-29 20 B,2345.2437
2019-01-29 21 B,2361.616
2019-01-29 22 B,2321.3696
2019-01-29 23 B,2127.0093
2019-01-29 24 B,2036.7405
2019-01-30 01 B,1820.5848
2019-01-30 02 B,1515.544
2019-01-30 03 B,1381.967
2019-01-30 04 B,1400.957
2019-01-30 05 B,1607.0446
2019-01-30 06 B,1720.9751
2019-01-30 07 B,2103.7073
2019-01-30 08 B,2469.9656
2019-01-30 09 B,2526.4104
2019-01-30 10 B,2257.0222
2019-01-30 11 B,2123.3306
2019-01-30 12 B,1777.1963
2019-01-30 13 B,1632.671
2019-01-30 14 B,1578.6311
2019-01-30 15 B,1369.4302
2019-01-30 16 B,1378.9177
2019-01-30 17 B,1401.5588
2019-01-30 18 B,1551.2561
2019-01-30 19 B,1929.3795
2019-01-30 20 B,2048.4077
2019-01-30 21 B,2057.545
2019-01-30 22 B,1918.5234
2019-01-30 23 B,1820.5966
2019-01-30 24 B,1700.3767
2019-01-31 01 B,1613.6351
2019-01-31 02 B,1273.4755
2019-01-31 03 B,1161.6136
2019-01-31 04 B,1180.8468
2019-01-31 05 B,1410.6421
2019-01-31 06 B,1505.8193
2019-01-31 07 B,1829.6151
2019-01-31 08 B,2280.957
2019-01-31 09 B,2356.6614
2019-01-31 10 B,2196.2769
2019-01-31 11 B,2189.383
2019-01-31 12 B,2101.959
2019-01-31 13 B,1970.006
2019-01-31 14 B,1925.2594
2019-01-31 15 B,1852.7644
2019-01-31 16 B,1826.9153
2019-01-31 17 B,1878.024
2019-01-31 18 B,2088.3557
2019-01-31 19 B,2389.5981
2019-01-31 20 B,2525.4321
2019-01-31 21 B,2489.82
2019-01-31 22 B,2461.8142
2019-01-31 23 B,2271.2466
2019-01-31 24 B,2140.8633
2019-02-01 01 B,1915.4727
2019-02-01 02 B,1703.2905
2019-02-01 03 B,1540.1295
2019-02-01 04 B,1521.075
2019-02-01 05 B,1810.0967
2019-02-01 06 B,1888.3544
2019-02-01 07 B,2237.3926
2019-02-01 08 B,2806.1978
2019-02-01 09 B,2893.4167
2019-02-01 10 B,2555.6797
2019-02-01 11 B,2345.0227
2019-02-01 12 B,2095.6445
2019-02-01 13 B,1851.7834
2019-02-01 14 B,1775.7141
2019-02-01 15 B,1692.5516
2019-02-01 16 B,1625.8354
2019-02-01 17 B,1712.7681
2019-02-01 18 B,1856.533
2019-02-01 19 B,2195.7246
2019-02-01 20 B,2283.104
2019-02-01 21 B,2299.1047
2019-02-01 22 B,2258.0781
2019-02-01 23 B,2159.261
2019-02-01 24 B,1937.7399
2019-02-02 01 B,1660.6648
2019-02-02 02 B,1406.2971
2019-02-02 03 B,1219.1917
2019-02-02 04 B,1259.7085
2019-02-02 05 B,1452.6887
2019-02-02 06 B,1505.1035
2019-02-02 07 B,1488.7479
2019-02-02 08 B,1799.0344
2019-02-02 09 B,1999.8682
2019-02-02 10 B,2100.7998
2019-02-02 11 B,2013.195
2019-02-02 12 B,1777.0808
2019-02-02 13 B,1634.4629
2019-02-02 14 B,1580.9165
2019-02-02 15 B,1415.3712
2019-02-02 16 B,1391.4679
2019-02-02 17 B,1360.1127
2019-02-02 18 B,1599.8848
2019-02-02 19 B,1820.5636
2019-02-02 20 B,1925.788
2019-02-02 21 B,1906.4915
2019-02-02 22 B,1828.6584
2019-02-02 23 B,1655.9502
2019-02-02 24 B,1515.1318
2019-02-03 01 B,1379.3212
2019-02-03 02 B,1204.1318
2019-02-03 03 B,1025.2683
2019-02-03 04 B,1054.0286
2019-02-03 05 B,1161.6254
2019-02-03 06 B,1193.9155
2019-02-03 07 B,1306.6544
2019-02-03 08 B,1478.4214
2019-02-03 09 B,1608.5952
2019-02-03 10 B,1663.2734
2019-02-03 11 B,1773.2665
2019-02-03 12 B,1648.5842
2019-02-03 13 B,1618.8029
2019-02-03 14 B,1524.5997
2019-02-03 15 B,1365.1182
2019-02-03 16 B,1377.1792
2019-02-03 17 B,1419.2362
2019-02-03 18 B,1606.5269
2019-02-03 19 B,1772.0901
2019-02-03 20 B,1799.9242
2019-02-03 21 B,1755.9863
2019-02-03 22 B,1669.8401
2019-02-03 23 B,1464.5552
2019-02-03 24 B,1436.3726
2019-02-04 01 B,1202.8248
2019-02-04 02 B,1149.259
2019-02-04 03 B,1090.3772
2019-02-04 04 B,1256.7147
2019-02-04 05 B,1489.0092
2019-02-04 06 B,1466.2051
2019-02-04 07 B,1506.4663
2019-02-04 08 B,1772.1655
2019-02-04 09 B,1985.1179
2019-02-04 10 B,1894.9011
2019-02-04 11 B,1805.1785
2019-02-04 12 B,1687.766
2019-02-04 13 B,1622.9506
2019-02-04 14 B,1620.4071
2019-02-04 15 B,1545.9573
2019-02-04 16 B,1509.3022
2019-02-04 17 B,1569.7699
2019-02-04 18 B,1653.818
2019-02-04 19 B,1867.6248
2019-02-04 20 B,1946.3313
2019-02-04 21 B,1879.373
2019-02-04 22 B,1880.4354
2019-02-04 23 B,1787.8977
2019-02-04 24 B,1674.157
2019-02-05 01 B,1556.9436
2019-02-05 02 B,1327.217
2019-02-05 03 B,1165.893
2019-02-05 04 B,1299.5072
2019-02-05 05 B,1358.357
2019-02-05 06 B,1428.6157
2019-02-05 07 B,1437.9368
2019-02-05 08 B,1800.9512
2019-02-05 09 B,1930.106
2019-02-05 10 B,1956.9445
2019-02-05 11 B,1753.8234
2019-02-05 12 B,1404.9186
2019-02-05 13 B,1285.0146
2019-02-05 14 B,1138.6313
2019-02-05 15 B,1074.8376
2019-02-05 16 B,1139.4679
2019-02-05 17 B,1106.0662
2019-02-05 18 B,1205.6876
2019-02-05 19 B,1652.204
2019-02-05 20 B,1697.6544
2019-02-05 21 B,1656.6393
2019-02-05 22 B,1680.9982
2019-02-05 23 B,1617.8986
2019-02-05 24 B,1442.7612
2019-02-06 01 B,1522.3778
2019-02-06 02 B,1326.3071
2019-02-06 03 B,1139.468
2019-02-06 04 B,1150.5039
2019-02-06 05 B,1273.3611
2019-02-06 06 B,1271.7273
2019-02-06 07 B,1322.9407
2019-02-06 08 B,1635.6107
2019-02-06 09 B,1828.6538
2019-02-06 10 B,1768.7653
2019-02-06 11 B,1648.4598
2019-02-06 12 B,1461.9438
2019-02-06 13 B,1329.8599
2019-02-06 14 B,1436.9991
2019-02-06 15 B,1322.0349
2019-02-06 16 B,1304.384
2019-02-06 17 B,1337.2943
2019-02-06 18 B,1375.429
2019-02-06 19 B,1648.6519
2019-02-06 20 B,1672.1351
2019-02-06 21 B,1675.1885
2019-02-06 22 B,1493.1954
2019-02-06 23 B,1408.8623
2019-02-06 24 B,1363.6493
2019-02-07 01 B,1266.2975
2019-02-07 02 B,1200.7979
2019-02-07 03 B,1087.0197
2019-02-07 04 B,1048.8597
2019-02-07 05 B,1272.3403
2019-02-07 06 B,1359.345
2019-02-07 07 B,1551.5605
2019-02-07 08 B,1853.0931
2019-02-07 09 B,2029.9226
2019-02-07 10 B,1911.0029
2019-02-07 11 B,1921.8729
2019-02-07 12 B,1705.133
2019-02-07 13 B,1604.7351
2019-02-07 14 B,1562.2545
2019-02-07 15 B,1530.5613
2019-02-07 16 B,1597.2985
2019-02-07 17 B,1640.5149
2019-02-07 18 B,1907.5573
2019-02-07 19 B,2301.0278
2019-02-07 20 B,2393.1243
2019-02-07 21 B,2471.222
2019-02-07 22 B,2385.435
2019-02-07 23 B,2281.7341
2019-02-07 24 B,2147.7856
2019-02-08 01 B,1890.6339
2019-02-08 02 B,1654.9608
2019-02-08 03 B,1411.1301
2019-02-08 04 B,1546.7339
2019-02-08 05 B,1810.0732
2019-02-08 06 B,1936.8251
2019-02-08 07 B,2202.1663
2019-02-08 08 B,2708.9502
2019-02-08 09 B,2771.312
2019-02-08 10 B,2548.6
2019-02-08 11 B,2446.893
2019-02-08 12 B,2185.1892
2019-02-08 13 B,2022.4003
2019-02-08 14 B,1892.0905
2019-02-08 15 B,1738.8676
2019-02-08 16 B,1760.1083
2019-02-08 17 B,1731.0265
2019-02-08 18 B,1972.8789
2019-02-08 19 B,2353.32
2019-02-08 20 B,2420.679
2019-02-08 21 B,2454.6519
2019-02-08 22 B,2355.4114
2019-02-08 23 B,2213.023
2019-02-08 24 B,2026.7549
2019-02-09 01 B,1709.3895
2019-02-09 02 B,1495.7692
2019-02-09 03 B,1354.1661
2019-02-09 04 B,1337.4414
2019-02-09 05 B,1517.6249
2019-02-09 06 B,1641.9082
2019-02-09 07 B,1628.1012
2019-02-09 08 B,2019.3127
2019-02-09 09 B,2118.412
2019-02-09 10 B,2220.9854
2019-02-09 11 B,2203.454
2019-02-09 12 B,2017.4185
2019-02-09 13 B,1955.418
2019-02-09 14 B,1860.9823
2019-02-09 15 B,1749.9645
2019-02-09 16 B,1774.48
2019-02-09 17 B,1826.8188
2019-02-09 18 B,2035.114
2019-02-09 19 B,2300.881
2019-02-09 20 B,2340.088
2019-02-09 21 B,2408.894
2019-02-09 22 B,2375.9802
2019-02-09 23 B,2235.7954
2019-02-09 24 B,2158.7058
2019-02-10 01 B,1875.3491
2019-02-10 02 B,1719.2001
2019-02-10 03 B,1537.4453
2019-02-10 04 B,1511.6328
2019-02-10 05 B,1811.6354
2019-02-10 06 B,1859.7299
2019-02-10 07 B,2089.5818
2019-02-10 08 B,2300.3337
2019-02-10 09 B,2386.1643
2019-02-10 10 B,2450.9658
2019-02-10 11 B,2276.582
2019-02-10 12 B,2094.2178
2019-02-10 13 B,1869.9622
2019-02-10 14 B,1828.1401
2019-02-10 15 B,1675.9457
2019-02-10 16 B,1651.922
2019-02-10 17 B,1659.9927
2019-02-10 18 B,1866.5938
2019-02-10 19 B,2113.819
2019-02-10 20 B,2155.4143
2019-02-10 21 B,2099.5671
2019-02-10 22 B,2041.4927
2019-02-10 23 B,1912.6937
2019-02-10 24 B,1768.6721
2019-02-11 01 B,1696.4171
2019-02-11 02 B,1443.6486
2019-02-11 03 B,1320.5482
2019-02-11 04 B,1384.7328
2019-02-11 05 B,1597.8502
2019-02-11 06 B,1769.1013
2019-02-11 07 B,2143.6196
2019-02-11 08 B,2582.0017
2019-02-11 09 B,2639.3228
2019-02-11 10 B,2379.4277
2019-02-11 11 B,2277.1453
2019-02-11 12 B,2121.1267
2019-02-11 13 B,1909.0953
2019-02-11 14 B,1725.7169
2019-02-11 15 B,1701.5116
2019-02-11 16 B,1641.1152
2019-02-11 17 B,1734.8748
2019-02-11 18 B,1865.0015
2019-02-11 19 B,2222.3162
2019-02-11 20 B,2350.5032
2019-02-11 21 B,2405.446
2019-02-11 22 B,2364.77
